,name,address,sido,gugun
62,상계보람,"서울 노원구 상계5동 456-130
										(서울 노원구 한글비석로52길 14)
										02 -952-7123",서울,노원구
63,석계역,"서울 노원구 월계1동 73-13
										(서울 노원구 석계로 31)
										02 -909-9229,5297",서울,노원구
64,수락산역,"서울 노원구 상계동 1118
										(서울 노원구 동일로 1651)
										02 -936-1212",서울,노원구
65,중계1호,"서울 노원구 중계1동 360-9
										(서울 노원구 한글비석로 245)
										02 -933-9992",서울,노원구
66,중계2호,"서울 노원구 중계동 137-39 정진빌라 1층
										(서울 노원구 덕릉로 721 정진빌라 1층)
										02 -933-9829,930-9829",서울,노원구
67,중계역,"서울 노원구 중계2동 503
										(서울 노원구 동일로 1279  (중계동))
										02 -978-9255,978-9252",서울,노원구
68,하계1호,"서울 노원구 하계1동 251 청구상가 201동 101호
										(서울 노원구 한글비석로 89  101호 (하계동))
										02 -976-4882",서울,노원구
69,도봉동,"서울 도봉구 도봉2동 623-163
										(서울 도봉구 마들로 689)
										02 -956-8892",서울,도봉구
70,쌍문1호,"서울 도봉구 방학1동 263-75
										(서울 도봉구 도당로 36, 재인상가 106호)
										02 -955-7999,3492-6999",서울,도봉구
71,쌍문역,"서울 도봉구 쌍문3동 88-127
										(서울 도봉구 도봉로 505)
										02 -905-9292,9294",서울,도봉구
72,창3동,"서울 도봉구 창동 568-2
										(서울 도봉구 덕릉로 264)
										02 -999-5222",서울,도봉구
73,창동,"서울 도봉구 창5동 296-37
										(서울 도봉구 해등로 120)
										02 -905-8292,8290",서울,도봉구
74,경희대,"서울 동대문구 회기동 42-16
										(서울 동대문구 경희대로3길 20)
										02 -963-5353",서울,동대문구
75,답십리1호,"서울 동대문구 답십리동 257-3
										(서울 동대문구 전농로 65-1)
										02 -2214-7782",서울,동대문구
76,서울시립대,"서울 동대문구 전농1동 141-141
										(서울 동대문구 전농로 189)
										02 -2243-1560~1",서울,동대문구
77,신이문,"서울 동대문구 이문3동 237-114
										(서울 동대문구 신이문로 29-1)
										02 -963-9998,0209",서울,동대문구
78,안암,"서울 동대문구 제기동 142-8
										(서울 동대문구 안암로 122)
										02 -923-3363",서울,동대문구
79,장안1호,"서울 동대문구 전농3동 1-171
										(서울 동대문구 한천로 229)
										02 -2216-0092",서울,동대문구
80,장안2호,"서울 동대문구  장안동 375-3
										(서울 동대문구 장한로 69)
										02 -2249-9599",서울,동대문구
81,청량리역,"서울 동대문구 청량리동 50-3
										(서울 동대문구 왕산로 253)
										02 -957-0001~2",서울,동대문구
82,대방1호,"서울 동작구 대방동 20-25 한스빌 105호
										(서울특별시 동작구 등용로 101, 한스빌 105호)
										02 -816-8999,9959",서울,동작구
83,사당1호,"서울 동작구 사당3동 155-2 1F
										(서울 동작구 사당로23길 2, 1층)
										02 -3477-9945~6",서울,동작구
84,사당3호,"서울 동작구 사당동 220-119
										(서울 동작구 사당로 185-1)
										02 -3471-9292,9282",서울,동작구
85,상도터널,"서울 동작구 상도1동 587
										(서울 동작구 흑석로 5  (상도1동))
										02 -815-8833",서울,동작구
86,신대방,"서울 동작구 신대방동 607-28
										(서울 동작구 시흥대로 646)
										02 -846-9992",서울,동작구
87,신대방삼거리,"서울 동작구 대방동 407-46
										(서울 동작구 여의대방로24길 129)
										02 -823-1991",서울,동작구
88,흑석1호,"서울 동작구 흑석동 180-6
										(서울 동작구 흑석로 116)
										02 -814-3377",서울,동작구
89,도화(서울),"서울 마포구 도화동 179-8 1,2층
										(서울특별시 마포구 도화길 31, 1,2층)
										02 -715-9987",서울,마포구
90,망원2동,"서울 마포구 망원2동 474-15
										(서울 마포구 월드컵로 151)
										02 -3143-5575",서울,마포구
91,상암,"서울 마포구 상암동 34-45
										(서울 마포구 월드컵북로 48길 14)
										02 -309-2500",서울,마포구
92,성산2동,"서울 마포구 성산동 592
										(서울 마포구 월드컵로 190)
										02 -373-9909",서울,마포구
93,신공덕,"서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
										(서울 마포구 만리재로 74, 1동 109호)
										02 -703-9919",서울,마포구
94,신수,"서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
										(서울 마포구 독막로 209(신수동,세양청마루아파트))
										02 -704-6364",서울,마포구
95,아현,"서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
										(서울 마포구 마포대로 195 (마포래미안 푸르지오 101동 상가 114호))
										02 -363-9993",서울,마포구
96,연남,"서울 마포구 연남동 369-20
										(서울 마포구 연남로 45)
										02 -323-1997",서울,마포구
97,홍대,"서울 마포구 서교동 371-3
										(서울 마포구 양화로16길 6)
										02 -338-1300,338-1307",서울,마포구
98,독립문,"서울 서대문구 냉천동 228
										(서울 서대문구 통일로 153-1  (냉천동))
										02 -392-6668",서울,서대문구
99,명지대,"서울 서대문구 남가좌동 344-7
										(서울 서대문구 거북골로 57-1)
										02 -305-9996",서울,서대문구
100,북가좌1호,"서울 서대문구 응암로 11
										(서울 서대문구 북가좌1동 385-41)
										02 -304-3003,3053",서울,서대문구
101,북아현1호,"서울 서대문구 북아현동 1006
										(서울 서대문구 북아현로 40)
										02 -393-5393",서울,서대문구
102,신촌,"서울 서대문구 창천동 41-14
										(서울 서대문구 명물길 21)
										02 -312-1991",서울,서대문구
103,연희1호(서울),"서울 서대문구 연희3동 344-26
										(서울 서대문구 성산로 381)
										02 -334-7999",서울,서대문구
104,홍은1호,"서울 서대문구 홍제동 279-52
										(서울 서대문구 세검정로 89)
										02 -396-0111",서울,서대문구
105,홍은사거리,"서울 서대문구 홍제동 326-20
										(서울 서대문구 통일로 473)
										02 -3216-9989",서울,서대문구
106,반포1호,"서울 서초구 반포동 1053 H동 26호
										(서울 서초구 신반포로 22, H동 26호)
										02 -533-9279,9179",서울,서초구
107,방배1호,"서울 서초구 방배동 761-8
										(서울 서초구 방배중앙로27길 2)
										02 -535-1991",서울,서초구
108,방배2호,"서울 서초구 방배3동 918-4번지
										(서울 서초구 방배중앙로 14)
										02 -522-9995",서울,서초구
109,서초1호,"서울 서초구 서초동 1357-56
										(서울 서초구 강남대로 43길 22-1 1층)
										02 -581-9949,581-9945",서울,서초구
110,서초2호,"서울 서초구 서초동 1669-15
										(서울 서초구 서초대로56길 22)
										02 -588-9905",서울,서초구
111,서초3호,"서울 서초구 서초동 1579-5
										(서울 서초구 사임당로 31)
										02 -582-9233",서울,서초구
112,양재1호,"서울 서초구 양재동 327-2
										(서울 서초구 동산로 6)
										02 -579-9245",서울,서초구
113,잠원1호,"서울 서초구 잠원동 15-4
										(서울 서초구 나루터로 69)
										02 -532-9992",서울,서초구
114,금호역,"서울 성동구 금호동4가 1380
										(서울 성동구 장터길 26)
										02 -2296-5992",서울,성동구
115,성수1호,"서울 성동구 성수동2가 235-1
										(서울 성동구 동일로 41)
										02 -464-9992",서울,성동구
116,성수역,"서울 성동구 성수동2가 289-251
										(서울 성동구 아차산로 7길 10-1)
										02 -497-1991",서울,성동구
117,왕십리1호,"서울 성동구 하왕십리동 946-15
										(서울 성동구 왕십리로 363)
										02 -2293-9985~6",서울,성동구
118,왕십리도선,"서울 성동구 홍익동 131-1
										(서울 성동구 고산자로281 1층)
										02 -2292-1991",서울,성동구
119,응봉,"서울 성동구 응봉동 100 상가내 1층
										(서울 성동구 독서당로62길 43  상가내 1층 (응봉동, 대림아파트))
										02 -2299-9965",서울,성동구
120,동덕여대,"서울 성북구 하월곡동 17-1
										(서울 성북구 화랑로 103)
										02 -913-8292,909-8292",서울,성북구
121,동소문,"서울 성북구 동소문동 6가 227 1층
										(서울 성북구 아리랑로 21-1, 1층)
										02 -953-9922",서울,성북구
122,보문역,"서울 성북구 보문동2가 40
										(서울 성북구 보문로 129-8  (보문동2가))
										02 -921-3292",서울,성북구
123,석관장위,"서울 성북구 장위2동 64-129
										(서울 성북구 돌곶이로 93)
										02 -918-9925",서울,성북구
124,정릉1호,"서울 성북구 정릉4동 285-4
										(서울 성북구 보국문로 68)
										02 -909-3311,9282",서울,성북구
125,정릉2호,"서울 성북구 정릉동 175-24
										(서울 성북구 정릉로31길 32)
										02 -912-1333",서울,성북구
126,가락2호,"서울 송파구 가락동 75-7
										(서울 송파구 양재대로 62길 35 다우빌딩 1층)
										02 -448-9005,9045",서울,송파구
127,거여가락1호,"서울 송파구 가락동 180-9
										(서울 송파구 문정로 143)
										02 -406-9282",서울,송파구
128,마천1호,"서울 송파구 거여동 32-6
										(서울 송파구 오금로 544 1층)
										02 -404-9907~8",서울,송파구
129,문정법조,"서울 송파구 문정동 620 송파푸르지오시티 B09호
										(서울 송파구 새말로 62(문정동))
										02 -3012-1992",서울,송파구
130,방이2호,"서울 송파구 방이동 59-1
										(서울 송파구 오금로 11길 22)
										02 -420-0495",서울,송파구
131,방이역,"서울 송파구 오금동 41-23 성암빌딩 1층
										(서울 송파구 마천로 76 성암빌딩 1층)
										02 -418-9599,9569",서울,송파구
132,석촌,"서울 송파구 석촌동 163-1
										(서울 송파구 백제고분로 39길 29)
										02 -412-0799",서울,송파구
133,송파1호,"서울 송파구 송파동 147
										(서울 송파구 가락로 212)
										02 -418-8892",서울,송파구
134,위례송파,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호
										(서울 송파구 위례광장로 136 위례아이파크 상가1동 103호, 104호)
										02 -2043-1991",서울,송파구
135,잠실1호,"서울 송파구 잠실본동 313-8
										(서울 송파구 백제고분로 142)
										02 -416-9939,423 - 9989",서울,송파구
136,잠실2호,"서울 송파구 신천동 11-4
										(서울 송파구 올림픽로35가길 9)
										02 -417-9225~6",서울,송파구
137,장지,"서울 송파구 문정동 102-1
										(서울 송파구 새말로 167)
										02 -403-9225,9222",서울,송파구
138,풍납1호,"서울 송파구 풍납2동 405번지
										(서울 송파구 토성로 55)
										02 -478-5844~5",서울,송파구
139,목동1호,"서울 양천구 목동 797-3
										(서울 양천구 목동중앙서로 24)
										02 -2645-9925",서울,양천구
140,목동2호,"서울 양천구 목동 909-8 이화프라자 1층 101호
										(서울 양천구 목동동로 423, 이화프라자 1층 101호)
										02 -2643-9339,2643-9329",서울,양천구
141,목동오거리,"서울 양천구 목동 940 현대아이파크상가 102
										(서울 양천구 목동로 230, 목동2차아이파크 상가 102호)
										02 -2647-0092",서울,양천구
142,신월2호,"서울 양천구 신월7동 972-6
										(서울 양천구 지양로 52)
										02 -2697-7272,2692-0030",서울,양천구
143,신정1호,"서울 양천구 신정1동 1027-2
										(서울 양천구 신월로 326)
										02 -2649-9282",서울,양천구
144,신트리,"서울 양천구 신정동 1267 목동뉴프라자
										(서울 양천구 신정로 312, 목동뉴프라자)
										02 -2605-7892",서울,양천구
145,오목교,"서울 양천구 신정동 1296 아이파크 상가 1층
										(서울 양천구 목동동로 180, 아이파크아파트 상가 1층)
										02 -2654-0833",서울,양천구
146,화곡1호,"서울 양천구 신월동 23-17
										(서울 양천구 화곡로 103)
										02 -2606-9961~2",서울,양천구
147,당산1호,"서울 영등포구 영등포동8가 76-1 삼환@상가 112호
										(서울 영등포구 영중로 145, 삼환아파트 상가 112호)
										02 -2672-9995,2672-9994",서울,영등포구
148,대림2호,"서울 영등포구 대림3동 783-6
										(서울 영등포구 대림로 235)
										02 -847-9939,847-9989",서울,영등포구
149,문래,"서울시 영등포구 문래동3가 77-34
										(서울시 영등포구 선유로 62)
										02 -2672-7676",서울시,영등포구
150,신길1호,"서울 영등포구 신길동 296-14
										(서울 영등포구 도신로 108)
										02 -833-6016",서울,영등포구
151,신길2호,"서울 영등포구 신길7동 674
										(서울 영등포구 여의대방로 177)
										02 -849-0033",서울,영등포구
152,여의도,"서울 영등포구 여의도동 44-31
										(서울 영등포구 여의대방로 67길 11)
										02 -769-1555,1888",서울,영등포구
153,영등포1호,"서울 영등포구 도림동 76-24
										(서울 영등포구 도신로 145)
										02 -841-7282,849-7282",서울,영등포구
154,동부이촌,"서울 용산구 이촌1동 301-153 오성상가 103
										(서울 용산구 이촌로75길 22  오성상가 103 (이촌동))
										02 -795-4747",서울,용산구
155,보광,"서울 용산구 보광동 217-13
										(서울 용산구 장문로 81)
										02 -3785-1991",서울,용산구
156,용문,"서울 용산구 용문동 28-26
										(서울 용산구 새창로 108)
										02 -702-2858",서울,용산구
157,후암,"서울 용산구 후암동 244-59
										(서울 용산구 후암로 28-1)
										02 -757-3535",서울,용산구
158,구산역,"서울 은평구 갈현2동 464-14
										(서울 은평구 연서로 157)
										02 -352-9949,352-9954",서울,은평구
159,대조,"서울 은평구 대조동 231 삼성타운 A 101호
										(서울 은평구 서오릉로 94, 삼성아파트 101호)
										02 -355-6173~4",서울,은평구
160,불광1동,"서울 은평구 불광동 554-1 라비앙프라자1층 101호
										(서울 은평구 불광로 60 (불광동,라비앙프라자1층 101호))
										02 -354-8592",서울,은평구
161,신사1동,"서울 은평구 신사동 29-13
										(서울 은평구 은평로 22)
										02 -375-8295",서울,은평구
162,역촌1호,"서울 은평구 역촌동 55-1
										(서울 은평구 역말로 8)
										02 -356-4326~7",서울,은평구
163,연신내,"서울 은평구 불광동 484-72
										(서울 은평구 통일로 866-1)
										02 -382-1990",서울,은평구
164,은평뉴타운,"서울 은평구 진관동 22 은평뉴타운상가 914-103호
										(서울특별시 은평구 진관3로 67 (진관동,은평뉴타운상가 914-103호))
										02 -359-9288, 382-8889",서울,은평구
165,응암1동,"서울 은평구 응암동 236-33
										(서울 은평구 백련산로 85(응암동))
										02 -389-9327",서울,은평구
166,증산(서울),"서울 은평구 증산동 209-18
										(서울 은평구 증산서길 65)
										02 -376-9999,9992",서울,은평구
167,대학로,"서울 종로구 명륜동4가 113-1
										(서울특별시 종로구 대학로11길 23)
										02 -3672-9292",서울,종로구
168,숭인,"서울 종로구 숭인2동 183-13
										(서울 종로구 종로 385)
										02 -765-5800",서울,종로구
169,동대문1호,"서울 중구 창신동 464-6
										(서울 종로구 종로 294)
										02 -2231-9337",서울,중구
170,신당1호,"서울 중구 신당동 846
										(서울 중구 다산로 42나길 46)
										02 -2237-9952~3",서울,중구
171,망우본동,"서울 중랑구 망우동 149-7
										(서울 중랑구 망우로 478-1)
										02 -433-1993",서울,중랑구
172,면목1호,"서울 중랑구 면목본동 72-43
										(서울 중랑구 겸재로 226-2)
										02 -494-9962~3",서울,중랑구
173,면목2호,"서울 중랑구 면목2동 191-126
										(서울 중랑구 중랑천로 50)
										02 -494-6282,496-6282",서울,중랑구
174,면목3호,"서울 중랑구 면목동 1096-16
										(서울 중랑구 용마산로 297)
										02 -2207-6543",서울,중랑구
175,묵동,"서울 중랑구 묵동 238-90
										(서울 중랑구 동일로 929)
										02 -948-1992",서울,중랑구
176,상봉1호,"서울 중랑구 상봉1동 268-34
										(서울 중랑구 상봉중앙로 34)
										02 -491-9738, 9",서울,중랑구
177,신내1호,"서울 중랑구 신내1동 571-26 1층 상가
										(서울 중랑구 신내로10길 4, 1층 상가)
										02 -2209-9980,7870",서울,중랑구
